Sequence number,English,Table,Column,Type,Nullable,Size,Crmcode,
1,Table name,gegdet__,tabname_,nchar,False,100,,
2,Key ID,gegdet__,det__ref,nchar,False,15,,
3,Question ID,gegdet__,vrg__ref,nchar,False,6,,
4,Answer ID (Choice list),gegdet__,antw_ref,nchar,False,6,,
5,Answer (numeric),gegdet__,antw_num,float,False,0,,
6,Answer (date),gegdet__,antw_dat,date,False,0,,
7,Answer (text),gegdet__,antw_txt,nchar,False,-1,,
8,Deleted,gegdet__,removed,bit,False,0,,
